chapter_name,qns
Addition,"In a garden, there are 15 red roses and 12 pink roses. How many roses are there in the garden altogether?"
Addition,"On the first day of work, John completed 5 tasks in the morning and 4 tasks in the evening. How many tasks did he complete on that day?"
Addition,"On the first day of training, John ran 10 rounds around the track clockwise and 15 rounds anticlockwise. How many rounds did he run around the track?"
Addition,John is a stamp collector. He has 18 stamps from China and 25 stamps from Singapore. How many stamps does John have in his collection?
Addition,Add: 5 + 0 = ____
Addition,Add: 2 + 0 = ____
Addition,Add: 1 + 0 = ____
Addition,Add: 3 + 0 = ____
Addition,Add: 0 + 4 = ____
Addition,Add: 0 + 6 = ____
Addition,Add: 8 + 0 = ____
Addition,Add: 7 + 0 = ____
Addition,Add: 0 + 109 = ____
Addition,Add: 0 + 99 = ____
Addition,Add: 1 + 3 = ____
Addition,Add: 1 + 1 = ____
Addition,Add: 1 + 12 = ____
Addition,Add: 1 + 15 = ____
Addition,Add: 1 + 24 = ____
Addition,Add: 1 + 71 = ____
Addition,Add: 6 + 1 = ____
Addition,Add: 87 + 1 = ____
Addition,Add: 10 + 1 = ____
Addition,Add: 1 + 99 = ____
Addition,Add: 6 + 2 = ____
Addition,Add: 13 + 2 = ____
Addition,Add: 22 + 2 = ____
Addition,Add: 55 + 2 = ____
Addition,Add: 46 + 2 = ____
Addition,Add: 69 + 2 = ____
Addition,Add: 87 + 2 = ____
Addition,Add: 7 + 2 = ____
Addition,Add: 10 + 2 = ____
Addition,Add: 99 + 2 = ____
Addition,Add: 21 + 3 = ____
Addition,Add: 12 + 3 = ____
Addition,Add: 13 + 3 = ____
Addition,Add: 15 + 3 = _____
Addition,Add: 64 + 3 = ____
Addition,Add: 88 + 3 = ____
Addition,Add: 6 + 3 = ____
Addition,Add: 77 + 3 = ____
Addition,Add: 10 + 3 = ____
Addition,Add: 49 + 3 = ____
Addition,Add: 100 + 4 = ____
Addition,Add: 23 + 4 = ____
Addition,Add: 31 + 4 = ____
Addition,Add: 15 + 4 = ____
Addition,Add: 4 + 4 = ____
Addition,Add: 31 + 4 = ____
Addition,Add: 8 + 4 = ____
Addition,Add: 6 + 4 = ____
Addition,Add: 77 + 4 = ____
Addition,Add: 29 + 4 = ____
Addition,Add: 3 + 5 = ____
Addition,Add: 12 + 5 = ____
Addition,Add: 13 + 5 = ____
Addition,Add: 11 + 5 = ____
Addition,Add: 10 + 5 = ____
Addition,Add: 7 + 5 = ____
Addition,Add: 18 + 5 = ____
Addition,Add: 5 + 60 = ____
Addition,Add: 5 + 50 = ____
Addition,Add: 100 + 5 = ____
Addition,Add: 10 + 6 = ____
Addition,Add: 6 + 5 = ____
Addition,Add: 6 + 6 = ____
Addition,Add: 6 + 78 = ____
Addition,Add: 6 + 76 = ____
Addition,Add: 10 + 6 = ____
Addition,Add: 11 + 6 = ____
Addition,Add: 32 + 6 = ____
Addition,Add: 24 + 6 = ____
Addition,Add: 4 + 6 = ____
Addition,Add: 7 + 4 = ____
Addition,Add: 7 + 22 = ____
Addition,Add: 7 + 3 = ____
Addition,Add: 7 + 14 = ____
Addition,Add: 7 + 26 = ____
Addition,Add: 7 + 6 = ____
Addition,Add: 18 + 7 = ____
Addition,Add: 7 + 36 = ____
Addition,Add: 7 + 15 = ____
Addition,Add: 69 + 7 = ____
Addition,Add: 8 + 43 = ____
Addition,Add: 8 + 2 = ____
Addition,Add: 8 + 3 = ____
Addition,Add: 8 + 15 = ____
Addition,Add: 8 + 57 = ____
Addition,Add: 8 + 73 = ____
Addition,Add: 8 + 8 = ____
Addition,Add: 8 + 6 = ____
Addition,Add: 5 + 8 = ____
Addition,Add: 56 + 8 = ____
Addition,Add: 9 + 4 = ____
Addition,Add: 9 + 2 = ____
Addition,Add: 13 + 9 = ____
Addition,Add: 1 + 9 = ____
Addition,Add: 20 + 9 = ____
Addition,Add: 27 + 9 = ____
Addition,Add: 8 + 9 = ____
Addition,Add: 61 + 9 = ____
Addition,Add: 5 + 9 = ____
Addition,Add: 89 + 9 = ____
Subtraction,Subtract: 4 − 1 = ____
Subtraction,Subtract: 5 - 2 = ____
Subtraction,Subtract: 5 - 3 = ____
Subtraction,Subtract: 2 - 2 = ____
Subtraction,Subtract: 6 - 1 = ____
Subtraction,Subtract: 6 - 1 = ____ 
Subtraction,Subtract: 8 - 3 = ____
Subtraction,Subtract: 9 - 3 = ___
Subtraction,Subtract: 4 - 3 = ____
Subtraction,Subtract: 8 - 3 = ____
Subtraction,Choose the correct answer. 4 - 1 = ____
Subtraction,Choose the correct answer. 8 - 3 = ____
Subtraction,Choose the correct answer. 5 - 3 = ____
Subtraction,Choose the correct answer. 7 - 2 = ____
Subtraction,Choose the correct answer. 6 - 2 = ____
Subtraction,Choose the correct answer. 8 - 1 = ____
Subtraction,Choose the correct answer. 2 - 2 = ____
Subtraction,Choose the correct answer. 7 - 2 = ____
Subtraction,Choose the correct answer. 6 - 4 = ____
Subtraction,Choose the correct answer. 9 - 3 = ____
Subtraction,"There are 2 baskets on a table. Each basket contains 5 mangoes. After Henry ate 2 mangoes, how many mangoes were left uneaten ?"
Subtraction,John went to the market He bought 8 kg of beef and 1 kg of pork. How many more kilograms of beef than pork did John buy?
Subtraction,"John and Terry have 6 apples altogether. If John has 4 apples, how many apples does Terry have?"
Subtraction,"Today, a total of 6 students came to class. Only 2 students arrived on time. How many students did not arrive on time today?"
Subtraction,"Glen took part in a sports competition. He won a total of 5 gold and silver medals. If he won 3 silver medals, how many gold medals did he win?"
Subtraction,John went to the market. He bought 8 kg of apples and 4 kg of mangoes. How many more kilograms of apples than mangoes did he buy?
Subtraction,"John started reading a book. He read 12 pages in the morning. He read some more pages in the afternoon. In total, he read 20 pages. How many pages did John read in the afternoon?"
Subtraction,"Jack went fishing. He caught 3 fish in the morning. He caught some more fish in evening. In total, he caught 8 fish. How many fish did he catch in the evening? [Note: Jack did not catch any fish in the afternoon]"
Subtraction,"Mary is training for a marathon. She ran 2 rounds around a track in the morning. She ran some more rounds around a track in the evening. In total, she ran 9 rounds. How many rounds did she run in the evening? [Note: Mary did not run in the afternoon]"
Subtraction,"One day, Tina and Jenny started baking some cakes. They baked 4 cakes in the afternoon. They baked some more cakes in the evening. In total, they baked a total of 9 cakes. If they did not bake any cakes in the morning, how many cakes did the two girls bake in the evening?"
Subtraction,Choose the correct answer. 5 = ____
Subtraction,Choose the correct answer. 4 = ____
Subtraction,Choose the correct answer. 0 = ____
Subtraction,Choose the correct answer. 1 = ____
Subtraction,Choose the correct answer. 6 = ____
Subtraction,Choose the correct answer. 2 = ____
Subtraction,Choose the correct answer. 7 = ____
Subtraction,Choose the correct answer. 8 = ____
Subtraction,Choose the correct answer. 10 = ____
Subtraction,Choose the correct answer. 9 = ____
Subtraction,Select the correct option. 10 - 9 = _____ 
Subtraction,Select the correct option. 5 - 3 = _____
Subtraction,Select the correct option. 9 - 6 = _____
Subtraction,Select the correct option. 8 - 4 = ____
Subtraction,Select the correct option. 10 - 5 = _____
Subtraction,Select the correct option. 7 - 1 = _____
Subtraction,Select the correct option. 9 - 2 = ____
Subtraction,Select the correct option. 10 - 2 = ______
Subtraction,Select the correct option. 9 - 0 = ____
Subtraction,Select the correct option. 16 - 6 = _____
Subtraction,Subtract: 2 - 2 = _____
Subtraction,Subtract: 1 - 1 = _____
Subtraction,Subtract: 4 - 4 = _____
Subtraction,Subtract: 3 - 3 = _____
Subtraction,Subtract: 6 - 6 = ______
Subtraction,Subtract: 3 - 0 = _____
Subtraction,Subtract: 7 - 0 = ______
Subtraction,Subtract: 6 - 0 = _____
Subtraction,Subtract: 9 - 9 = ______
Subtraction,Subtract: 2 - 0 = _____
Subtraction,Subtract: 8 - 4 = _____
Subtraction,Subtract: 18 - 9 = ______
Subtraction,Subtract: 14 - 7 = _____
Subtraction,Subtract: 2 - 1 = _____
Subtraction,Subtract: 12 - 6 = _____
Subtraction,Subtract: 16 - 8 = _____
Subtraction,Subtract: 10 - 5 = _____
Subtraction,Subtract: 6 - 3 = _____
Subtraction,Subtract: 4 - 2 = ______
Subtraction,Subtract: 8 - 4 = _____
Subtraction,Select the correct option. 2 - 2 = _____
Subtraction,Select the correct option. 2 - 1 = _____
Subtraction,Select the correct option. 3 - 0 = _____
Subtraction,Select the correct option. 9 - 6 = _____
Subtraction,Select the correct option. 5 - 3 = _____
Subtraction,Select the correct option. 4 - 1 = _____
Subtraction,Select the correct option. 7 - 2 = _____
Subtraction,Select the correct option. 5 - 1 = ______
Subtraction,Select the correct option. 7 - 3 = _____
Subtraction,Select the correct option. 9 - 3 = _____
Subtraction,Select the correct option. 12 - 2 = _____
Subtraction,Select the correct option. 13 - 5 = _____
Subtraction,Select the correct option. 16 - 8 = _____ 
Subtraction,Select the correct option. 16 - 4 = _____
Subtraction,Select the correct option. 13 - 8 = ______
Subtraction,Select the correct option. 11 - 6 = ______
Subtraction,Select the correct option. 13 - 7 = _____
Subtraction,Select the correct option. 15 - 6 = ______
Subtraction,Select the correct option. 14 - 4 = ______
Subtraction,Select the correct option. 18 - 5 = _____
Subtraction,Jenny needed to fold 18 large and small skirts. There are 4 large skirts. How many small skirts did she have to fold? 
Subtraction,"Tom and Jerry went fishing. They caught a total of 15 fish. If Tom caught 8 fish, how many fish did Jerry catch?"
Subtraction,"John had a box of cookies. The box contained 12 cookies. If John ate 6 cookies, how many cookies were left in the box?"
Subtraction,Allen started reading a comic book which has a total of 18 pages. He read 10 pages. How many more pages must Allen read to complete the comic book? 
Subtraction,There were a total of 16 eggs in a box at first. 5 eggs were thrown away as they were discovered to be rotten. How many eggs were left in the box? 
Subtraction,Choose the correct answer. 2 − ____ = 1
Subtraction,Choose the correct answer. 2 − ____ = 0
Subtraction,Choose the correct answer. 6 − ____ = 3
Subtraction,Choose the correct answer. 6 − ____ = 4
Subtraction,Choose the correct answer. 9 − ____ = 7
Subtraction,Choose the correct answer. 6 − ____ = 5
Subtraction,Choose the correct answer. 8 − ____ = 4
Subtraction,Choose the correct answer. 9 − ____ = 4
Subtraction,Choose the correct answer. 8 − ____ = 2
Subtraction,Choose the correct answer. 5 − ____ = 1
Subtraction,10 - 6 = 4 10 - 4 = ____ What is the answer to the blank above? Select the correct option.
Subtraction,8 - 5 = 3 8 - 3 = ____ What is the answer to the blank above? Select the correct option.
Subtraction,5 - 2 = 3 5 - 3 = ____ What is the answer to the blank above? Select the correct option. 
Subtraction,6 - 4 = 2 6 - 2 = ____ What is the answer to the blank above? Select the correct option.
Subtraction,7 - 2 = 5 7 - 5 = ____ What is the answer to the blank above? Select the correct option.
Subtraction,4 - 1 = 3 4 - 3 = ____ What is the answer to the blank above? Select the correct option.
Subtraction,5 - 3 = 2 5 - 2 = ____ What is the answer to the blank above? Select the correct option.
